symptom_label,test_step,cnt,total_cnt,ratio
cn-cmos-reset,SDC,1,212,0.0
"command execution failed: date -s ""2023-10-23 17:50:19""",FAT,1,1,1.0
"command execution failed: date -s ""2023-10-25 15:21:07""",FAT,1,1,1.0
"command execution failed: date -s ""2023-10-26 19:58:46""",FAT,1,1,1.0
"command execution failed: date -s ""2023-10-27 14:00:02""",FAT,1,1,1.0
"command execution failed: date -s ""2023-11-08 15:59:50""",FAT,1,1,1.0
"command execution failed: date -s ""2023-12-21 16:01:32""",FAT,1,1,1.0
"command execution failed: date -s ""2023-12-22 23:30:28""",FAT,1,1,1.0
"command execution failed: date -s ""2023-12-27 22:29:43""",FAT,1,1,1.0
"command execution failed: date -s ""2024-01-29 16:53:02""",FAT,1,1,1.0
"command execution failed: date -s ""2024-02-03 19:57:07""",FAT,1,1,1.0
"command execution failed: date -s ""2024-02-06 18:23:41""",FW update,1,1,1.0
"command execution failed: date -s ""2024-02-09 07:29:40""",BFT,1,1,1.0
"command execution failed: date -s ""2024-02-15 22:04:02""",FAT,1,1,1.0
"command execution failed: date -s ""2024-04-13 04:05:07""",FW update,1,1,1.0
"command execution failed: date -s ""2024-04-13 14:35:04""",FAT,1,1,1.0
"command execution failed: date -s ""2024-04-24 22:52:50""",RUNIN,1,1,1.0
"command execution failed: date -s ""2024-05-28 19:24:09""",FAT,1,1,1.0
"command execution failed: date -s ""2024-05-31 20:39:44""",FAT,1,1,1.0
"command execution failed: date -s ""2024-06-13 13:23:38""",FAT,1,1,1.0
"command execution failed: date -s ""2024-07-17 13:06:03""",FAT,1,1,1.0
"command execution failed: date -s ""2024-08-08 16:41:15""",PRETEST,1,1,1.0
"command execution failed: date -s ""2024-09-17 18:17:23""",RUNIN,1,1,1.0
"command execution failed: date -s ""2024-09-18 21:53:35""",SDC,1,1,1.0
"command execution failed: date -s ""2024-09-20 22:49:11""",SDC,1,1,1.0
"command execution failed: date -s ""2024-09-24 21:57:17""",SDC,1,1,1.0
"command execution failed: date -s ""2024-09-24 23:07:46""",RUNIN,1,1,1.0
"command execution failed: date -s ""2024-09-26 03:12:09""",RUNIN,1,1,1.0
"command execution failed: date -s ""2024-09-26 10:09:35""",FW update,1,1,1.0
"command execution failed: date -s ""2024-10-05 19:36:55""",SDC,1,1,1.0
"command execution failed: date -s ""2024-10-07 17:05:17""",RUNIN,1,1,1.0
"command execution failed: date -s ""2024-10-09 20:46:20""",RUNIN,1,1,1.0
"command execution failed: date -s ""2024-10-15 20:27:04""",RUNIN,1,1,1.0
"command execution failed: date -s ""2024-10-25 00:12:55""",FW update,1,1,1.0
"command execution failed: date -s ""2024-10-25 00:20:02""",FW update,1,1,1.0
"command execution failed: date -s ""2024-10-29 14:09:40""",RUNIN,1,1,1.0
"command execution failed: date -s ""2024-10-29 16:04:30""",FAT,1,1,1.0
"command execution failed: date -s ""2024-11-01 23:17:37""",RUNIN,1,1,1.0
"command execution failed: date -s ""2024-11-02 14:06:56""",RUNIN,1,1,1.0
"command execution failed: date -s ""2024-11-06 14:50:10""",FW update,1,1,1.0
"command execution failed: date -s ""2024-11-07 04:43:25""",FAT,1,1,1.0
"command execution failed: date -s ""2024-11-07 19:00:37""",RUNIN,1,1,1.0
"command execution failed: date -s ""2024-11-09 06:26:18""",FW update,1,1,1.0
"command execution failed: date -s ""2024-11-11 20:45:57""",RUNIN,1,1,1.0
"command execution failed: date -s ""2024-11-13 14:03:04""",SDC,1,1,1.0
"command execution failed: date -s ""2024-11-15 06:31:08""",PRETEST,1,1,1.0
"command execution failed: date -s ""2024-12-04 19:02:45""",FW update,1,1,1.0
"command execution failed: date -s ""2024-12-10 14:55:15""",FAT,1,1,1.0
"command execution failed: date -s ""2024-12-16 07:08:19""",SDC,1,1,1.0
"command execution failed: date -s ""2024-12-27 12:20:12""",FW update,1,1,1.0
"command execution failed: date -s ""2024-12-27 22:35:46""",RUNIN,1,1,1.0
"command execution failed: date -s ""2024-12-31 07:32:18""",PRETEST,1,1,1.0
"command execution failed: date -s ""2025-01-09 03:27:57""",RUNIN,1,1,1.0
"command execution failed: date -s ""2025-01-11 07:09:21""",RUNIN,1,1,1.0
"command execution failed: date -s ""2025-01-11 22:35:44""",SDC,1,1,1.0
"command execution failed: date -s ""2025-01-13 19:46:49""",PRETEST,1,1,1.0
"command execution failed: date -s ""2025-01-14 05:46:39""",SDC,1,1,1.0
"command execution failed: date -s ""2025-01-22 07:09:20""",RUNIN,1,1,1.0
"command execution failed: date -s ""2025-01-22 21:43:09""",SDC,1,1,1.0
"command execution failed: date -s ""2025-01-23 16:23:24""",RUNIN,1,1,1.0
"command execution failed: date -s ""2025-01-25 10:45:28""",FW update,1,1,1.0
"command execution failed: date -s ""2025-02-01 00:18:58""",SDC,1,1,1.0
"command execution failed: date -s ""2025-02-06 16:32:44""",FW update,1,1,1.0
"command execution failed: date -s ""2025-02-06 16:59:01""",FAT,1,1,1.0
"command execution failed: date -s ""2025-02-07 11:28:49""",SDC,1,1,1.0
"command execution failed: date -s ""2025-02-08 02:36:14""",FW update,1,1,1.0
"command execution failed: date -s ""2025-02-08 03:16:34""",FW update,1,1,1.0
"command execution failed: date -s ""2025-02-08 06:10:26""",FW update,1,1,1.0
"command execution failed: date -s ""2025-02-11 23:31:01""",RUNIN,1,1,1.0
"command execution failed: date -s ""2025-02-19 05:33:34""",RUNIN,1,1,1.0
"command execution failed: date -s ""2025-02-20 02:17:08""",RUNIN,1,1,1.0
"command execution failed: date -s ""2025-02-22 09:22:13""",FW update,1,1,1.0
"command execution failed: date -s ""2025-02-22 22:09:05""",RUNIN,1,1,1.0
"command execution failed: date -s ""2025-02-25 03:13:29""",RUNIN,1,1,1.0
"command execution failed: date -s ""2025-02-25 05:17:02""",RUNIN,1,1,1.0
"command execution failed: date -s ""2025-02-25 09:11:33""",SDC,1,1,1.0
"command execution failed: date -s ""2025-02-25 22:11:34""",SDC,1,1,1.0
"command execution failed: date -s ""2025-02-26 03:32:43""",FW update,1,1,1.0
"command execution failed: date -s ""2025-03-12 20:00:19""",RUNIN,1,1,1.0
"command execution failed: date -s ""2025-03-13 22:29:58""",RUNIN,1,1,1.0
"command execution failed: date -s ""2025-03-14 19:38:12""",SDC,1,1,1.0
"command execution failed: date -s ""2025-03-15 03:09:55""",PRETEST,1,1,1.0
"command execution failed: date -s ""2025-03-17 22:22:34""",RUNIN,1,1,1.0
"command execution failed: date -s ""2025-03-19 05:48:53""",SDC,1,1,1.0
"command execution failed: date -s ""2025-03-19 21:11:43""",SDC,1,1,1.0
"command execution failed: date -s ""2025-03-28 04:27:55""",RUNIN,1,1,1.0
"command execution failed: date -s ""2025-03-28 13:54:46""",FW update,1,1,1.0
"command execution failed: date -s ""2025-03-28 20:07:13""",FAT,1,1,1.0
"command execution failed: date -s ""2025-03-29 15:12:16""",FAT,1,1,1.0
"command execution failed: date -s ""2025-04-04 03:14:57""",FW update,1,1,1.0
"command execution failed: date -s ""2025-04-06 03:28:02""",FW update,1,1,1.0
"command execution failed: date -s ""2025-04-08 12:28:35""",SDC,1,1,1.0
"command execution failed: date -s ""2025-04-12 10:20:05""",FW update,1,1,1.0
"command execution failed: date -s ""2025-04-17 08:57:08""",FW update,1,1,1.0
"command execution failed: date -s ""2025-04-17 19:43:41""",RUNIN,1,1,1.0
"command execution failed: date -s ""2025-04-17 21:45:40""",SDC,1,1,1.0
"command execution failed: date -s ""2025-04-19 06:29:19""",RUNIN,1,1,1.0
"command execution failed: date -s ""2025-04-19 08:12:29""",SDC,1,1,1.0
"command execution failed: date -s ""2025-04-20 06:18:53""",RUNIN,1,1,1.0
"command execution failed: date -s ""2025-04-24 20:39:25""",FW update,1,1,1.0
"command execution failed: date -s ""2025-04-26 10:23:11""",SDC,1,1,1.0
"command execution failed: date -s ""2025-04-27 11:52:21""",FW update,1,1,1.0
"command execution failed: date -s ""2025-04-30 05:52:30""",FW update,1,1,1.0
"command execution failed: date -s ""2025-04-30 21:29:44""",FAT,1,1,1.0
"command execution failed: date -s ""2025-05-01 14:42:33""",RUNIN,1,1,1.0
"command execution failed: date -s ""2025-05-02 06:56:40""",SDC,1,1,1.0
"command execution failed: date -s ""2025-05-06 18:51:43""",SDC,1,1,1.0
"command execution failed: date -s ""2025-05-07 07:06:53""",SDC,1,1,1.0
"command execution failed: date -s ""2025-05-09 17:10:15""",SDC,1,1,1.0
"command execution failed: date -s ""2025-05-22 19:55:23""",FW update,1,1,1.0
"command execution failed: date -s ""2025-07-11 20:57:31""",FAT,1,1,1.0
"command execution failed: date -s ""2025-09-03 17:36:14""",RMA_BFT,1,1,1.0
"command execution failed: date -s ""2025-09-04 16:14:32""",FAT,1,1,1.0
command execution failed: hwclock -w,FAT,3,10,0.3
command execution failed: hwclock -w,RUNIN,2,10,0.2
command execution failed: hwclock -w,FW update,1,10,0.1
command execution failed: hwclock -w,SDC,1,10,0.1
command execution failed: hwclock -w,RMA_BFT,1,10,0.1
command execution failed: hwclock -w,PRETEST,1,10,0.1
command execution failed: hwclock -w,BFT,1,10,0.1
connect to Agora console fail,RUNIN,39,57,0.68
connect to Agora console fail,FAT,17,57,0.3
connect to Agora console fail,PST,1,57,0.02
connect-timeout-exception,RMA_BFT,4,4,1.0
connection-error-exception,RMA_BFT,1,1,1.0
cpu-functional-test-fail,FAT,1,1,1.0
cpucheckerburnin-bad-cpu,SDC,18,19,0.95
cpucheckerburnin-bad-cpu,FV,1,19,0.05
cpucheckerburnin-procedural-error,SDC,2,2,1.0
cssd-simple-io-smartctl-error,RMA_BFT,40,63,0.63
cssd-simple-io-smartctl-error,BFT,21,63,0.33
cssd-simple-io-smartctl-error,FAT,2,63,0.03
eeprom_list_0_size (: )  is not matched.,BFT,1,1,1.0
error-monitor-procedural-error,FAT,183,434,0.42
error-monitor-procedural-error,RUNIN,96,434,0.22
error-monitor-procedural-error,SDC,91,434,0.21
error-monitor-procedural-error,PRETEST,48,434,0.11
error-monitor-procedural-error,BFT,14,434,0.03
error-monitor-procedural-error,RMA_BFT,1,434,0.0
error-monitor-procedural-error,L10-ORT-DRDT,1,434,0.0
error-monitor-unknown-error,BFT,80,232,0.34
error-monitor-unknown-error,RUNIN,66,232,0.28
error-monitor-unknown-error,FAT,45,232,0.19
error-monitor-unknown-error,SDC,41,232,0.18
excessive-correctable-cache-cpu-errors,SDC,14,37,0.38
excessive-correctable-cache-cpu-errors,RUNIN,14,37,0.38
excessive-correctable-cache-cpu-errors,FAT,8,37,0.22
excessive-correctable-cache-cpu-errors,PRETEST,1,37,0.03
excessive-correctable-core-cpu-errors,FAT,39,70,0.56
excessive-correctable-core-cpu-errors,SDC,13,70,0.19
excessive-correctable-core-cpu-errors,RUNIN,12,70,0.17
excessive-correctable-core-cpu-errors,L10-ORT-DRDT,6,70,0.09
excessive-correctable-cpu-type_unclassified-errors,FAT,20,38,0.53
excessive-correctable-cpu-type_unclassified-errors,RUNIN,7,38,0.18
excessive-correctable-cpu-type_unclassified-errors,BFT,6,38,0.16
excessive-correctable-cpu-type_unclassified-errors,SDC,4,38,0.11
excessive-correctable-cpu-type_unclassified-errors,FV,1,38,0.03
excessive-correctable-dimm-errors,RUNIN,1,2,0.5
excessive-correctable-dimm-errors,SDC,1,2,0.5
excessive-correctable-interconnect-cpu-errors,SDC,247,439,0.56
excessive-correctable-interconnect-cpu-errors,FAT,177,439,0.4
excessive-correctable-interconnect-cpu-errors,PRETEST,7,439,0.02
excessive-correctable-interconnect-cpu-errors,RUNIN,8,439,0.02
excessive-correctable-unclassified-cpu-errors,FAT,444,921,0.48
excessive-correctable-unclassified-cpu-errors,SDC,274,921,0.3
excessive-correctable-unclassified-cpu-errors,PRETEST,145,921,0.16
excessive-correctable-unclassified-cpu-errors,RUNIN,37,921,0.04
excessive-correctable-unclassified-cpu-errors,BFT,12,921,0.01
excessive-correctable-unclassified-cpu-errors,RMA_BFT,9,921,0.01
excessive-pcie-errors,RUNIN,27,72,0.38
excessive-pcie-errors,SDC,21,72,0.29
excessive-pcie-errors,FAT,18,72,0.25
excessive-pcie-errors,BFT,6,72,0.08
excessive-uncorrectable-cache-cpu-errors,SDC,10,17,0.59
excessive-uncorrectable-cache-cpu-errors,RUNIN,5,17,0.29
excessive-uncorrectable-cache-cpu-errors,FAT,2,17,0.12
excessive-uncorrectable-core-cpu-errors,RUNIN,37,103,0.36
excessive-uncorrectable-core-cpu-errors,SDC,32,103,0.31
excessive-uncorrectable-core-cpu-errors,FAT,26,103,0.25
excessive-uncorrectable-core-cpu-errors,BFT,6,103,0.06
excessive-uncorrectable-core-cpu-errors,PRETEST,2,103,0.02
excessive-uncorrectable-cpu-type_cache-errors,FAT,2,2,1.0
excessive-uncorrectable-cpu-type_core-errors,SDC,2,3,0.67
excessive-uncorrectable-cpu-type_core-errors,RUNIN,1,3,0.33
excessive-uncorrectable-cpu-type_unclassified-errors,FAT,7,7,1.0
excessive-uncorrectable-dimm-errors,SDC,8,11,0.73
excessive-uncorrectable-dimm-errors,RUNIN,2,11,0.18
excessive-uncorrectable-dimm-errors,FAT,1,11,0.09
excessive-uncorrectable-interconnect-cpu-errors,SDC,3,3,1.0
excessive-uncorrectable-unclassified-cpu-errors,PRETEST,205,404,0.51
excessive-uncorrectable-unclassified-cpu-errors,FAT,193,404,0.48
excessive-uncorrectable-unclassified-cpu-errors,BFT,4,404,0.01
excessive-uncorrectable-unclassified-cpu-errors,SDC,1,404,0.0
excessive-uncorrectable-unclassified-cpu-errors,RUNIN,1,404,0.0
excessive-uncorrectable-watchdog-cpu-errors,RUNIN,13,27,0.48
excessive-uncorrectable-watchdog-cpu-errors,SDC,8,27,0.3
excessive-uncorrectable-watchdog-cpu-errors,PRETEST,5,27,0.19
excessive-uncorrectable-watchdog-cpu-errors,FAT,1,27,0.04
execution-DIMM-miscompares-error,FAT,16,29,0.55
execution-DIMM-miscompares-error,RUNIN,12,29,0.41
execution-DIMM-miscompares-error,BFT,1,29,0.03
fail to get DIMM info,BFT,65,65,1.0
fail to get FRU info,BFT,3,3,1.0
fail to get agora_mac,BFT,80,81,0.99
fail to get agora_mac,FAT,1,81,0.01
fail to get storage info,BFT,671,824,0.81
fail to get storage info,RMA_BFT,153,824,0.19
fan_speed-fast-fan,FAT,285,285,1.0
fan_speed-internal-error,FAT,44,44,1.0
fan_speed-slow-fan,FAT,389,391,0.99
fan_speed-slow-fan,L10-ORT-nDRT-PTC,2,391,0.01
fast-pdb-fan,PRETEST,1,1,1.0
file-not-found-error-exception,BFT,7,8,0.88
file-not-found-error-exception,FAT,1,8,0.13
gSSD location validation failure,FAT,266,330,0.81
gSSD location validation failure,RUNIN,56,330,0.17
gSSD location validation failure,Diorite FWU,4,330,0.01
gSSD location validation failure,SDC,2,330,0.01
gSSD location validation failure,FW update,2,330,0.01
get_build_info_failed-exception,RMA_BFT,6,6,1.0
gsysd down,FAT,22,49,0.45
gsysd down,PRETEST,21,49,0.43
gsysd down,FW update,6,49,0.12
host-boot-issue-transaction-timeout,PRETEST,157,351,0.45
host-boot-issue-transaction-timeout,FAT,127,351,0.36
host-boot-issue-transaction-timeout,FW update,43,351,0.12
host-boot-issue-transaction-timeout,RUNIN,17,351,0.05
host-boot-issue-transaction-timeout,SDC,7,351,0.02
host-boot-timeout,FAT,149,265,0.56
host-boot-timeout,FW update,58,265,0.22
host-boot-timeout,PRETEST,22,265,0.08
host-boot-timeout,RUNIN,18,265,0.07
host-boot-timeout,SDC,18,265,0.07
host-failed-to-get-dhcp-ipv4,BFT,13,22,0.59
host-failed-to-get-dhcp-ipv4,RMA_BFT,3,22,0.14
host-failed-to-get-dhcp-ipv4,FAT,3,22,0.14
host-failed-to-get-dhcp-ipv4,RMA_FBT,1,22,0.05
host-failed-to-get-dhcp-ipv4,PRETEST,1,22,0.05
host-failed-to-get-dhcp-ipv4,FW update,1,22,0.05
hot-cpu-vr,PRETEST,1,1,1.0
hot-dimm,PRETEST,3,3,1.0
hwinterface_smoke_test-hwinterface-error,FW update,4866,4918,0.99
hwinterface_smoke_test-hwinterface-error,FAT,24,4918,0.0
hwinterface_smoke_test-hwinterface-error,RMA_BFT,1,4918,0.0
hwinterface_smoke_test-hwinterface-error,BFT,6,4918,0.0
hwinterface_smoke_test-hwinterface-error,RUNIN,1,4918,0.0
hwinterface_smoke_test-hwinterface-error,PRETEST,20,4918,0.0
i2c VR U1 step1 fail,FAT,8,29,0.28
i2c VR U1 step1 fail,SDC,7,29,0.24
i2c VR U1 step1 fail,PRETEST,7,29,0.24
i2c VR U1 step1 fail,RUNIN,3,29,0.1
i2c VR U1 step1 fail,BFT,2,29,0.07
i2c VR U1 step1 fail,FW update,1,29,0.03
i2c VR U1 step1 fail,Diorite FWU,1,29,0.03
i2c VR U1 step2 fail,RUNIN,1,1,1.0
i2c VR U14 step1 fail,RUNIN,1,1,1.0
i2c VR U14 step2 fail,FW update,1,1,1.0
i2c VR U37 step1 fail,FW update,1,2,0.5
i2c VR U37 step1 fail,RMA_BFT,1,2,0.5
i2c VR U60 step2 fail,FAT,1,1,1.0
i2c VR U61 step2 fail,FW update,1,1,1.0
i2c VR U62 step1 fail,BFT,1,1,1.0
i2c VR U62 step2 fail,BFT,2,2,1.0
index-error-exception,SDC,136,392,0.35
index-error-exception,FAT,122,392,0.31
index-error-exception,RUNIN,85,392,0.22
index-error-exception,BFT,38,392,0.1
index-error-exception,RMA_BFT,6,392,0.02
index-error-exception,PRETEST,5,392,0.01
intel_mlc-init-task,FAT,1,1,1.0
io adapter location validation failure,PRETEST,776,1319,0.59
io adapter location validation failure,FAT,525,1319,0.4
io adapter location validation failure,RUNIN,11,1319,0.01
io adapter location validation failure,SDC,6,1319,0.0
io adapter location validation failure,Diorite FWU,1,1319,0.0
j-s-o-n-decode-error-exception,FAT,40,52,0.77
j-s-o-n-decode-error-exception,BFT,11,52,0.21
j-s-o-n-decode-error-exception,RMA_BFT,1,52,0.02
key-error-exception,BFT,8,8,1.0
lower-critical-limit-violated,FAT,2,2,1.0
maxcorestim-bad-cpu,SDC,31,31,1.0
maxcorestim-bad-cpu-mce,SDC,58,58,1.0
maxcorestim-correctable-memory-error,SDC,1,1,1.0
maxcorestim-procedural-error,SDC,6,6,1.0
meltan-parsing-error,PRETEST,5,5,1.0
memtester-dimm-miscompare,RUNIN,1,1,1.0
memtester-execution-error,FAT,20,23,0.87
memtester-execution-error,RUNIN,3,23,0.13
memtester-insufficient-memory,RUNIN,23,26,0.88
memtester-insufficient-memory,FAT,3,26,0.12
memtester-preparation-error,RUNIN,50,53,0.94
memtester-preparation-error,FAT,3,53,0.06
missing-bmc-devpath-data,FW update,4,4,1.0
name-error-exception,BFT,3,4,0.75
name-error-exception,FAT,1,4,0.25
ncsi-crc-error-rate-ncsi-link-crc-error-rate-invalid-value,FW update,2,2,1.0
ncsi-disconnected,FAT,803,831,0.97
ncsi-disconnected,RUNIN,27,831,0.03
ncsi-disconnected,L10-ORT-nDRT-THB,1,831,0.0
ncsi-link-crc-error-high,FW update,14,14,1.0
ncsi_cable-preparation-error,FAT,1852,1911,0.97
ncsi_cable-preparation-error,RUNIN,59,1911,0.03
no-host-console-output,FAT,2099,3859,0.54
no-host-console-output,PRETEST,878,3859,0.23
no-host-console-output,RUNIN,332,3859,0.09
no-host-console-output,FW update,312,3859,0.08
no-host-console-output,SDC,230,3859,0.06
no-host-console-output,L10-ORT-nDRT-THB,7,3859,0.0
no-host-console-output,L10-ORT-DRDT,1,3859,0.0
no-option-error-exception,FAT,2,2,1.0
no-section-error-exception,BFT,9,9,1.0
o-s-error-exception,RUNIN,111,214,0.52
o-s-error-exception,SDC,67,214,0.31
o-s-error-exception,FAT,20,214,0.09
o-s-error-exception,BFT,16,214,0.07
pci_card_0_count not 0,Default Test Step,1,1,1.0
pci_card_0_count not 7,Default Test Step,2,2,1.0
pcierrors-high-bad_dllp-rate,PRETEST,70,90,0.78
pcierrors-high-bad_dllp-rate,BFT,10,90,0.11
pcierrors-high-bad_dllp-rate,FAT,6,90,0.07
pcierrors-high-bad_dllp-rate,SDC,2,90,0.02
pcierrors-high-bad_dllp-rate,RUNIN,2,90,0.02
pcierrors-high-bad_tlp-rate,PRETEST,291,306,0.95
pcierrors-high-bad_tlp-rate,FAT,9,306,0.03
pcierrors-high-bad_tlp-rate,RUNIN,3,306,0.01
pcierrors-high-bad_tlp-rate,BFT,2,306,0.01
pcierrors-high-bad_tlp-rate,SDC,1,306,0.0
pcierrors-high-completion_timeout-rate,PRETEST,15,41,0.37
pcierrors-high-completion_timeout-rate,FAT,13,41,0.32
pcierrors-high-completion_timeout-rate,SDC,5,41,0.12
pcierrors-high-completion_timeout-rate,RUNIN,4,41,0.1
pcierrors-high-completion_timeout-rate,RMA_BFT,2,41,0.05
pcierrors-high-completion_timeout-rate,BFT,2,41,0.05
pcierrors-high-data_link_protocol_error-rate,FAT,46,143,0.32
pcierrors-high-data_link_protocol_error-rate,RUNIN,37,143,0.26
pcierrors-high-data_link_protocol_error-rate,PRETEST,24,143,0.17
pcierrors-high-data_link_protocol_error-rate,BFT,20,143,0.14
pcierrors-high-data_link_protocol_error-rate,SDC,14,143,0.1
pcierrors-high-data_link_protocol_error-rate,L10-ORT-DRDT,2,143,0.01
pcierrors-high-header_log_overflow-rate,PRETEST,30,39,0.77
pcierrors-high-header_log_overflow-rate,FAT,6,39,0.15
pcierrors-high-header_log_overflow-rate,SDC,2,39,0.05
pcierrors-high-header_log_overflow-rate,RUNIN,1,39,0.03
pcierrors-high-lane_error-rate,FAT,1004,3417,0.29
pcierrors-high-lane_error-rate,PRETEST,961,3417,0.28
pcierrors-high-lane_error-rate,BFT,542,3417,0.16
pcierrors-high-lane_error-rate,RUNIN,541,3417,0.16
pcierrors-high-lane_error-rate,SDC,321,3417,0.09
pcierrors-high-lane_error-rate,RMA_BFT,42,3417,0.01
pcierrors-high-lane_error-rate,L10-ORT-DRDT,4,3417,0.0
pcierrors-high-lane_error-rate,L10-ORT-nDRT-THB,2,3417,0.0
pcierrors-high-malformed_tlp-rate,RUNIN,3,7,0.43
pcierrors-high-malformed_tlp-rate,FAT,2,7,0.29
pcierrors-high-malformed_tlp-rate,SDC,2,7,0.29
pcierrors-high-poisoned_tlp-rate,PRETEST,3,6,0.5
pcierrors-high-poisoned_tlp-rate,RUNIN,2,6,0.33
pcierrors-high-poisoned_tlp-rate,FAT,1,6,0.17
pcierrors-high-receiver_error-rate,PRETEST,788,1028,0.77
pcierrors-high-receiver_error-rate,BFT,118,1028,0.11
pcierrors-high-receiver_error-rate,FAT,72,1028,0.07
pcierrors-high-receiver_error-rate,RUNIN,25,1028,0.02
pcierrors-high-receiver_error-rate,RMA_BFT,13,1028,0.01
pcierrors-high-receiver_error-rate,SDC,12,1028,0.01
pcierrors-high-replay_num_rollover-rate,PRETEST,31,44,0.7
pcierrors-high-replay_num_rollover-rate,FAT,4,44,0.09
pcierrors-high-replay_num_rollover-rate,SDC,3,44,0.07
pcierrors-high-replay_num_rollover-rate,BFT,3,44,0.07
pcierrors-high-replay_num_rollover-rate,RMA_BFT,2,44,0.05
pcierrors-high-replay_num_rollover-rate,RUNIN,1,44,0.02
pcierrors-high-replay_timer_timeout-rate,PRETEST,131,270,0.49
pcierrors-high-replay_timer_timeout-rate,FAT,50,270,0.19
pcierrors-high-replay_timer_timeout-rate,RUNIN,44,270,0.16
pcierrors-high-replay_timer_timeout-rate,SDC,23,270,0.09
pcierrors-high-replay_timer_timeout-rate,BFT,20,270,0.07
pcierrors-high-replay_timer_timeout-rate,RMA_BFT,1,270,0.0
pcierrors-high-replay_timer_timeout-rate,L10-ORT-DRDT,1,270,0.0
pcierrors-high-surprise_down_error-rate,PRETEST,149,312,0.48
pcierrors-high-surprise_down_error-rate,FAT,66,312,0.21
pcierrors-high-surprise_down_error-rate,RUNIN,51,312,0.16
pcierrors-high-surprise_down_error-rate,SDC,26,312,0.08
pcierrors-high-surprise_down_error-rate,BFT,17,312,0.05
pcierrors-high-surprise_down_error-rate,RMA_BFT,3,312,0.01
pcierrors-high-unexpected_completion-rate,PRETEST,9,22,0.41
pcierrors-high-unexpected_completion-rate,FAT,6,22,0.27
pcierrors-high-unexpected_completion-rate,SDC,4,22,0.18
pcierrors-high-unexpected_completion-rate,BFT,2,22,0.09
pcierrors-high-unexpected_completion-rate,RUNIN,1,22,0.05
procedural-error,BFT,28,67,0.42
procedural-error,FAT,21,67,0.31
procedural-error,SDC,11,67,0.16
procedural-error,RUNIN,7,67,0.1
process-step-error-exception,BFT,66,128,0.52
process-step-error-exception,FAT,58,128,0.45
process-step-error-exception,RMA_BFT,3,128,0.02
process-step-error-exception,Default Test Step,1,128,0.01
rainbow-cpu-error,SDC,1,1,1.0
rainbow-procedural-error,SDC,2,2,1.0
read-io-error,BFT,5,7,0.71
read-io-error,FAT,2,7,0.29
read-io-input-error,FAT,33,73,0.45
read-io-input-error,BFT,33,73,0.45
read-io-input-error,RMA_BFT,7,73,0.1
root-of-trust-map-procedural-error,FAT,1,1,1.0
s-c-p-exception-exception,BFT,10,10,1.0
s-s-h-exception-exception,BFT,4,4,1.0
sat-bad-cpu-mce,BFT,366,930,0.39
sat-bad-cpu-mce,RUNIN,235,930,0.25
sat-bad-cpu-mce,RMA_BFT,179,930,0.19
sat-bad-cpu-mce,FAT,148,930,0.16
sat-bad-cpu-mce,L10-ORT-DRDT,2,930,0.0
sat-bad-dimm,RUNIN,16,18,0.89
sat-bad-dimm,BFT,1,18,0.06
sat-bad-dimm,FAT,1,18,0.06
sat-bad-logfile,RUNIN,1,1,1.0
sat-procedural-error,RUNIN,3,4,0.75
sat-procedural-error,BFT,1,4,0.25
sat-unknown-error,RUNIN,4,6,0.67
sat-unknown-error,FAT,2,6,0.33
send_cmd_failure-exception,SDC,55,103,0.53
send_cmd_failure-exception,FAT,19,103,0.18
send_cmd_failure-exception,RUNIN,11,103,0.11
send_cmd_failure-exception,BFT,7,103,0.07
send_cmd_failure-exception,PRETEST,7,103,0.07
send_cmd_failure-exception,RMA_BFT,2,103,0.02
send_cmd_failure-exception,Diorite FWU,2,103,0.02
sensor-limits-satisfied,RUNIN,18,18,1.0
sensor-monitor-no-sensor-readings,PRETEST,74,74,1.0
sensor-monitor-runtime-too-short,SDC,3,8,0.38
sensor-monitor-runtime-too-short,BFT,2,8,0.25
sensor-monitor-runtime-too-short,FAT,2,8,0.25
sensor-monitor-runtime-too-short,RUNIN,1,8,0.13
set FAN RPM,SDC,373,491,0.76
set FAN RPM,RUNIN,117,491,0.24
set FAN RPM,BFT,1,491,0.0
set FAN RPM 100%,BFT,14,14,1.0
set FAN RPM 20%,BFT,17,17,1.0
set FAN RPM 40%,BFT,23,23,1.0
set FAN RPM 50%,BFT,5,5,1.0
set FAN RPM 70%,BFT,7,7,1.0
set FAN RPM 75%,BFT,4,4,1.0
set FAN RPM MAX,BFT,6,7,0.86
set FAN RPM MAX,Default Test Step,1,7,0.14
slow-pdb-fan,PRETEST,187,187,1.0
slow-sys-fan,PRETEST,133,133,1.0
software-exception-boot-failure,FAT,9,18,0.5
software-exception-boot-failure,RMA_BFT,3,18,0.17
software-exception-boot-failure,BFT,3,18,0.17
software-exception-boot-failure,FW update,1,18,0.06
software-exception-boot-failure,PRETEST,1,18,0.06
software-exception-boot-failure,RMA_FBT,1,18,0.06
switch-no-imc-mac,FAT,27,28,0.96
switch-no-imc-mac,RUNIN,1,28,0.04
task-failed-with-non-zero-code-return-code,RUNIN,231,645,0.36
task-failed-with-non-zero-code-return-code,SDC,210,645,0.33
task-failed-with-non-zero-code-return-code,FAT,180,645,0.28
task-failed-with-non-zero-code-return-code,FW update,22,645,0.03
task-failed-with-non-zero-code-return-code,L10-ORT-nDRT-THB,2,645,0.0
